citing,cited
2022.findings-acl.244,2021.acl-long.393
2020.findings-emnlp.320,W19-1202
2020.findings-emnlp.320,P18-1031
2022.findings-acl.245,D16-1127
2022.findings-acl.245,2020.acl-main.110
2022.findings-acl.245,W19-2304
2022.findings-acl.245,D17-1239
2020.findings-emnlp.42,D14-1179
2020.findings-emnlp.42,D15-1103
2020.findings-emnlp.42,N19-1423
2020.findings-emnlp.42,W18-1708
2020.findings-emnlp.42,N16-1030
2020.findings-emnlp.42,D17-1018
2020.findings-emnlp.42,W19-4319
2020.findings-emnlp.42,N19-1250
2020.findings-emnlp.42,D14-1162
2020.findings-emnlp.42,N18-1202
2020.findings-emnlp.42,D16-1144
2020.findings-emnlp.42,W16-1313
2020.findings-emnlp.42,N19-1084
2020.findings-emnlp.42,N18-1002
2020.findings-emnlp.336,N18-3001
2020.findings-emnlp.336,N19-1238
2020.findings-emnlp.336,D19-1005
2020.findings-emnlp.336,D19-1250
2020.findings-emnlp.336,N18-1081
2020.findings-emnlp.336,W14-3409
2020.findings-emnlp.336,D17-1239
2020.findings-emnlp.46,D19-1006
2022.findings-acl.180,2021.americasnlp-1.8
2021.conll-1.27,D18-1307
2021.conll-1.27,2020.coling-main.609
2021.conll-1.27,P16-1105
2021.conll-1.27,2020.emnlp-main.133
2022.findings-acl.181,N19-1423
2022.findings-acl.181,2021.acl-long.144
2022.findings-acl.181,N18-1108
2022.findings-acl.181,N19-1002
2022.findings-acl.181,D18-1151
2022.findings-acl.181,2021.naacl-main.290
2020.findings-emnlp.257,P19-1334
2020.findings-emnlp.257,W18-5446
P19-2048,D14-1181
2020.acl-main.778,K17-3005
2020.acl-main.778,D14-1082
2020.acl-main.778,K17-3007
2020.acl-main.778,K17-3003
2022.acl-long.272,W17-0121
2022.acl-long.272,2020.coling-main.313
2022.acl-long.272,N16-1080
2022.acl-long.272,2020.acl-main.560
2022.acl-long.272,N18-1005
2022.acl-long.272,2020.coling-main.516
2022.acl-long.272,2020.acl-main.594
2022.acl-long.272,2021.americasnlp-1.10
2022.acl-long.272,2020.emnlp-main.423
2022.acl-long.272,2021.americasnlp-1.7
2022.acl-long.272,2020.emnlp-main.43
2021.naacl-main.300,W19-0404
2021.naacl-main.300,D14-1162
2021.bea-1.7,W19-5301
2021.bea-1.7,K15-1010
2021.bea-1.7,W19-4406
2021.bea-1.7,D16-1195
2021.bea-1.7,N16-1024
2021.bea-1.7,W17-5007
2021.bea-1.7,D19-5504
2021.bea-1.7,W14-1701
2022.acl-long.23,P17-1152
2022.acl-long.23,D18-1241
2022.acl-long.23,N19-1423
2022.acl-long.23,W19-4107
2022.acl-long.23,2021.acl-long.547
2022.acl-long.23,2021.findings-emnlp.248
2022.acl-long.23,2020.emnlp-main.150
2022.acl-long.23,N18-1164
2022.acl-long.23,P19-4003
2022.acl-long.23,P19-1374
2022.acl-long.23,2020.coling-main.238
2022.acl-long.23,2021.emnlp-main.181
2022.acl-long.23,W15-4640
2022.acl-long.23,D16-1244
2022.acl-long.23,D19-1682
2022.acl-long.23,2021.emnlp-main.380
2022.acl-long.23,2020.emnlp-main.533
2022.acl-long.23,2020.emnlp-demos.6
2022.acl-long.23,2021.naacl-main.271
2022.acl-long.23,W19-5923
2022.acl-long.23,2020.emnlp-main.512
2022.acl-long.23,P18-1205
2022.acl-long.23,2021.acl-long.399
2022.acl-long.533,2021.findings-acl.84
2022.acl-long.533,D19-1272
W19-2308,P16-2008
W19-2308,N18-1014
W19-2308,P17-4012
W19-2308,P17-1014
W19-2308,W17-5525
W19-2308,D17-1239
N19-3001,N18-1202
2022.acl-long.37,2020.acl-main.449
2022.acl-long.37,2021.findings-acl.251
2022.acl-long.37,2020.findings-emnlp.139
2022.acl-long.37,P17-1099
2022.acl-long.37,2021.emnlp-main.685
2022.acl-long.529,2020.acl-main.421
2022.acl-long.529,2020.acl-main.747
2022.acl-long.529,D18-1269
2022.acl-long.529,2020.acl-main.653
2022.acl-long.529,P19-1493
2022.acl-long.529,2021.findings-acl.433
2020.emnlp-main.230,P19-1080
2020.emnlp-main.230,P16-1180
2020.emnlp-main.230,W19-8652
2020.emnlp-main.230,W16-3622
2020.emnlp-main.230,N18-1014
2020.emnlp-main.230,P17-4012
2020.emnlp-main.230,P19-1596
2020.emnlp-main.230,W18-6557
2020.emnlp-main.230,D17-1239
2020.emnlp-main.230,D18-1356
2022.acl-long.40,2020.emnlp-main.19
2022.acl-long.40,P19-1285
2022.acl-long.40,N19-1423
2022.acl-long.40,2021.emnlp-main.600
2022.acl-long.40,2020.findings-emnlp.27
2022.acl-long.40,2020.acl-main.398
2022.acl-long.40,P17-1167
2022.acl-long.40,D19-1603
2022.acl-long.40,P15-1142
2022.acl-long.40,N18-2074
2022.acl-long.40,2020.acl-main.677
2022.acl-long.40,2020.acl-main.745
2022.acl-long.40,2020.emnlp-main.126
2021.naacl-main.307,N19-1423
2021.naacl-main.307,W19-4315
2021.naacl-main.307,W19-5333
2021.naacl-main.307,P16-1009
2021.naacl-main.307,P16-1162
2021.naacl-main.307,D19-1077
2021.naacl-main.307,D16-1050
2022.acl-long.46,N19-1423
2022.acl-long.46,W18-2706
2022.acl-long.46,W17-4912
2022.acl-long.46,P18-2043
2022.acl-long.46,P16-1014
2022.acl-long.46,2021.emnlp-main.681
2022.acl-long.46,P17-1141
2022.acl-long.46,D19-1355
2022.acl-long.46,N19-1350
2022.acl-long.46,D16-1140
2022.acl-long.46,2020.acl-main.703
2022.acl-long.46,N16-1014
2022.acl-long.46,N18-1169
2022.acl-long.46,P19-2036
2022.acl-long.46,S16-1085
2022.acl-long.46,N19-1128
2022.acl-long.46,N18-1119
2022.acl-long.46,D17-1120
2022.acl-long.46,P18-2113
2022.acl-long.46,P17-1099
2022.acl-long.46,2020.emnlp-main.701
2022.acl-long.516,2020.acl-main.463
2022.acl-long.516,2021.naacl-main.72
2022.acl-long.516,2021.naacl-main.9
2022.acl-long.516,2021.naacl-main.385
2022.acl-long.516,2021.naacl-main.74
2022.acl-long.516,2020.emnlp-main.745
2022.acl-long.516,N19-1423
2022.acl-long.516,D19-1224
2022.acl-long.516,2021.naacl-main.71
2022.acl-long.516,2020.findings-emnlp.117
2022.acl-long.516,2021.gem-1.10
2022.acl-long.516,2020.emnlp-main.6
2022.acl-long.516,2021.naacl-main.11
2022.acl-long.516,2020.acl-main.761
2022.acl-long.516,2021.naacl-main.10
2022.acl-long.516,2021.naacl-main.49
2022.acl-long.516,D17-1215
2022.acl-long.516,2021.findings-acl.273
2022.acl-long.516,2020.acl-main.560
2022.acl-long.516,2021.acl-long.517
2022.acl-long.516,2021.naacl-main.324
2022.acl-long.516,D18-1512
2022.acl-long.516,2020.acl-main.465
2022.acl-long.516,P19-1334
2022.acl-long.516,2020.findings-emnlp.341
2022.acl-long.516,2020.acl-main.441
2022.acl-long.516,P19-1459
2022.acl-long.516,N18-1202
2022.acl-long.516,2021.naacl-main.75
2022.acl-long.516,D16-1264
2022.acl-long.516,2020.acl-main.442
2022.acl-long.516,2021.acl-long.170
2022.acl-long.516,2020.findings-emnlp.112
2022.acl-long.516,N18-2002
2022.acl-long.516,2021.naacl-main.8
2022.acl-long.516,W18-6312
2022.acl-long.516,2020.acl-main.770
2022.acl-long.516,2021.naacl-main.51
2022.acl-long.516,2020.emnlp-main.371
2022.acl-long.516,2021.naacl-main.13
2022.acl-long.516,W18-5446
2022.acl-long.516,2021.naacl-main.12
2022.acl-long.516,W19-5208
2022.acl-long.516,2021.acl-long.90
2022.acl-long.516,2020.emnlp-main.659
2022.acl-long.53,N19-1388
2022.acl-long.53,2020.coling-main.448
2022.acl-long.53,P19-1285
2022.acl-long.53,D19-1112
2022.acl-long.53,D19-1403
2022.acl-long.53,D18-1398
2022.acl-long.53,2020.findings-emnlp.405
2022.acl-long.53,2020.findings-emnlp.171
2022.acl-long.53,2021.acl-long.176
2022.acl-long.53,2021.acl-long.353
2022.acl-long.53,P19-1441
2022.acl-long.53,2020.acl-main.109
2022.acl-long.53,D19-1250
2022.acl-long.53,2020.findings-emnlp.71
2022.acl-long.53,2021.naacl-main.410
2022.acl-long.53,2021.naacl-main.185
2022.acl-long.53,2020.acl-main.742
2022.acl-long.53,2021.naacl-main.106
2022.acl-long.53,N18-1109
2022.acl-long.531,D19-1548
2021.naacl-main.251,P16-1070
2021.naacl-main.251,W19-4406
2021.naacl-main.251,D16-1195
2021.naacl-main.251,D19-5504
2021.naacl-main.251,D19-1316
2021.naacl-main.251,W14-1701
2021.naacl-main.251,2020.bea-1.16
2022.acl-long.49,N19-1423
2022.acl-long.49,2021.emnlp-main.564
2022.acl-long.49,D19-1329
2022.acl-long.49,2021.findings-acl.395
2022.acl-long.49,D19-1454
2022.acl-long.49,N19-1421
2022.acl-long.49,2020.emnlp-demos.6
2022.acl-long.49,D19-1332
2021.naacl-main.252,D15-1075
2021.naacl-main.252,S17-2001
2021.naacl-main.252,W19-5356
2021.naacl-main.252,P19-1264
2021.naacl-main.252,N19-1423
2021.naacl-main.252,N19-1186
2021.naacl-main.252,W16-3210
2021.naacl-main.252,W17-4767
2021.naacl-main.252,W19-5358
2021.naacl-main.252,W17-4768
2021.naacl-main.252,P19-1654
2021.naacl-main.252,P19-1269
2021.naacl-main.252,D19-1005
2021.naacl-main.252,D19-1410
2021.naacl-main.252,2020.acl-main.704
2021.naacl-main.252,N18-1101
2022.acl-long.51,2021.emnlp-main.75
2022.acl-long.527,2020.emnlp-main.576
2022.acl-long.527,N19-1423
2022.acl-long.527,P19-1176
2022.acl-long.76,D19-1352
2022.acl-long.76,N19-1423
2022.acl-long.76,2021.acl-long.72
2022.acl-long.76,P17-1147
2022.acl-long.76,2020.emnlp-main.550
2022.acl-long.76,2020.emnlp-main.120
2022.acl-long.76,2021.acl-long.518
2022.acl-long.76,P19-1612
2022.acl-long.76,2021.naacl-main.466
2022.acl-long.76,D16-1264
2022.acl-long.76,2021.acl-long.519
2022.acl-long.76,2021.acl-long.392
2022.acl-long.60,2020.emnlp-main.14
2022.acl-long.538,2021.socialnlp-1.8
W19-5415,D16-1025
W19-5415,N16-1005
W19-5415,P16-1162
2021.naacl-main.278,P15-1034
2021.naacl-main.278,D19-1052
2021.naacl-main.278,D19-6607
2021.naacl-main.278,N19-1423
2021.naacl-main.278,W17-3518
2021.naacl-main.278,N18-1029
2021.naacl-main.278,N19-1238
2021.naacl-main.278,D16-1128
2021.naacl-main.278,P19-1598
2021.naacl-main.278,N19-1062
2021.naacl-main.278,N18-1202
2021.naacl-main.278,D19-1005
2021.naacl-main.278,D19-1250
2021.naacl-main.278,D16-1264
2021.naacl-main.278,D19-1339
2021.naacl-main.278,W18-6543
2021.naacl-main.278,D19-1242
2021.naacl-main.278,W18-6504
2021.naacl-main.278,D17-1239
2021.naacl-main.278,P19-1417
2021.naacl-main.281,P18-1118
2021.naacl-main.281,D19-1081
2021.naacl-main.281,D19-1164
2022.acl-long.541,2020.acl-main.632
2022.acl-long.541,2021.acl-long.148
2022.acl-long.541,2021.acl-long.151
2022.acl-long.541,2020.acl-main.485
2022.acl-long.541,N19-1423
2022.acl-long.541,P19-1057
2022.acl-long.541,N19-1061
2022.acl-long.541,P16-2096
2022.acl-long.541,W19-3823
2022.acl-long.541,W19-3823
2022.acl-long.541,S19-1010
2022.acl-long.541,2020.coling-main.402
2022.acl-long.541,N19-1062
2022.acl-long.541,N19-1063
2022.acl-long.541,2020.emnlp-main.154
2022.acl-long.541,D14-1162
2022.acl-long.541,2020.emnlp-main.617
2022.acl-long.541,D17-1035
2022.acl-long.541,2020.acl-main.468
2022.acl-long.541,D19-1339
2022.acl-long.541,D19-1564
2022.acl-long.541,D18-1334
2022.acl-long.541,2020.emnlp-demos.6
2022.acl-long.541,2020.acl-demos.30
2022.acl-long.541,N19-1064
2022.acl-long.541,N18-2003
2022.acl-long.541,P19-1161
2021.naacl-main.282,2020.acl-main.716
2021.naacl-main.282,D18-1316
2021.naacl-main.282,2020.acl-main.766
2021.naacl-main.282,2020.acl-main.421
2021.naacl-main.282,D18-1347
2021.naacl-main.282,2020.acl-main.747
2021.naacl-main.282,D18-1269
2021.naacl-main.282,2020.acl-main.536
2021.naacl-main.282,N19-1423
2021.naacl-main.282,P18-2006
2021.naacl-main.282,K17-1024
2021.naacl-main.282,P19-1612
2021.naacl-main.282,N19-1314
2021.naacl-main.282,D16-1264
2021.naacl-main.282,P18-1079
2021.naacl-main.282,2020.emnlp-main.477
2021.naacl-main.282,W14-3907
2021.naacl-main.282,2020.acl-main.263
2021.naacl-main.282,D19-1221
2021.naacl-main.282,K19-1026
2021.naacl-main.282,P19-1559
2020.acl-main.753,K16-1002
2020.acl-main.753,P16-1185
2020.acl-main.753,W17-4715
2020.acl-main.753,W19-4315
2020.acl-main.753,D19-1632
2020.acl-main.753,W18-2709
2020.acl-main.753,P18-2053
2020.acl-main.753,D18-1050
2020.acl-main.753,W18-6301
2020.acl-main.753,W18-6319
2020.acl-main.753,P18-1115
2020.acl-main.753,P16-1009
2020.acl-main.753,P16-1162
2020.acl-main.753,D17-1013
2020.acl-main.753,D19-1430
2020.acl-main.753,D17-1319
2020.acl-main.753,D18-1342
2020.acl-main.753,D16-1037
2020.acl-main.753,D16-1160
2021.naacl-main.286,2020.acl-main.421
2021.naacl-main.286,2020.acl-main.255
2021.naacl-main.286,D18-1269
2021.naacl-main.286,N19-1423
2021.naacl-main.286,D19-1424
2021.naacl-main.286,2020.acl-main.653
2021.naacl-main.286,N19-1112
2021.naacl-main.286,S15-2049
2021.naacl-main.286,P17-1178
2021.naacl-main.286,N19-1128
2021.naacl-main.286,2020.acl-demos.15
2021.naacl-main.286,2020.emnlp-main.584
2021.naacl-main.286,W18-5431
2021.naacl-main.286,D19-1382
2021.naacl-main.286,P19-1139
2022.acl-long.87,N19-1423
2022.acl-long.87,N15-1184
2022.acl-long.87,W19-0423
2022.acl-long.87,P16-1012
2022.acl-long.87,P18-1031
2022.acl-long.87,D19-1355
2022.acl-long.87,E14-1057
2022.acl-long.87,N15-1050
2022.acl-long.87,K16-1006
2022.acl-long.87,W15-1501
2022.acl-long.87,N18-1202
2022.acl-long.87,D19-1410
2022.acl-long.87,N16-1131
2022.acl-long.87,P16-1009
2022.acl-long.87,P19-1328
2022.acl-long.557,2020.emnlp-main.703
2022.acl-long.557,2020.acl-main.703
2022.acl-long.557,D18-1298
2022.acl-long.90,D19-1307
2022.acl-long.90,D18-1409
2022.acl-long.90,K18-1040
2022.acl-long.90,N18-1065
2022.acl-long.90,2021.acl-long.498
2022.acl-long.90,2020.acl-srw.13
2022.acl-long.90,D16-1031
2022.acl-long.90,N18-1158
2022.acl-long.90,D19-1410
2022.acl-long.90,D19-1320
2022.acl-long.90,P18-1062
2022.acl-long.90,P17-1127
2022.acl-long.90,D19-1389
2022.acl-long.548,D19-1094
2022.acl-long.548,P16-1072
2022.acl-long.548,D19-1544
2022.acl-long.548,N19-1423
2022.acl-long.548,P18-2077
2022.acl-long.548,P18-2077
2022.acl-long.548,S15-1033
2022.acl-long.548,D19-1538
2022.acl-long.548,P18-1192
2022.acl-long.548,N19-1075
2022.acl-long.548,D19-1099
2022.acl-long.548,D14-1162
2022.acl-long.548,N18-1202
2022.acl-long.548,P16-1113
2022.acl-long.548,2020.emnlp-main.610
2022.acl-long.548,D18-1548
2022.acl-long.548,2020.findings-emnlp.398
2021.teachingnlp-1.20,N19-1423
2021.teachingnlp-1.20,W18-2501
2022.acl-long.91,D18-1241
2022.acl-long.91,D16-1245
2022.acl-long.91,D19-1606
2022.acl-long.91,N19-1240
2022.acl-long.91,N19-1423
2022.acl-long.91,N19-1246
2022.acl-long.91,2020.emnlp-main.710
2022.acl-long.91,N19-1085
2022.acl-long.91,2021.acl-short.3
2022.acl-long.91,2020.acl-main.703
2022.acl-long.91,2020.coling-main.293
2022.acl-long.91,2021.findings-acl.279
2022.acl-long.91,P19-1617
2022.acl-long.91,P18-2124
2022.acl-long.91,D16-1264
2022.acl-long.91,2021.acl-long.239
2022.acl-long.91,D19-1251
2022.acl-long.91,2020.emnlp-main.248
2022.acl-long.91,W17-2623
2022.acl-long.91,P18-1158
2022.acl-long.91,2020.emnlp-demos.6
2022.acl-long.91,2020.emnlp-main.523
2022.acl-long.91,D18-1259
2022.acl-long.91,2020.emnlp-main.582
2021.emnlp-main.693,W19-2008
2021.emnlp-main.693,D18-1241
2021.emnlp-main.693,P17-1020
2021.emnlp-main.693,N19-1300
2021.emnlp-main.693,N19-1423
2021.emnlp-main.693,N19-1246
2021.emnlp-main.693,D19-1259
2021.emnlp-main.693,D19-1249
2021.emnlp-main.693,P17-1147
2021.emnlp-main.693,N18-1023
2021.emnlp-main.693,D17-1082
2021.emnlp-main.693,2020.acl-main.653
2021.emnlp-main.693,D18-1260
2021.emnlp-main.693,D16-1147
2021.emnlp-main.693,N16-1098
2021.emnlp-main.693,D19-1018
2021.emnlp-main.693,D16-1241
2021.emnlp-main.693,S19-1012
2021.emnlp-main.693,D18-1258
2021.emnlp-main.693,P16-1144
2021.emnlp-main.693,D19-1250
2021.emnlp-main.693,P18-2124
2021.emnlp-main.693,D16-1264
2021.emnlp-main.693,D18-1233
2021.emnlp-main.693,P18-1156
2021.emnlp-main.693,2020.emnlp-main.381
2021.emnlp-main.693,N18-1140
2021.emnlp-main.693,N19-1421
2021.emnlp-main.693,W17-2623
2021.emnlp-main.693,W17-4413
2021.emnlp-main.693,D18-1257
2021.emnlp-main.693,P19-1496
2021.emnlp-main.693,2020.coling-main.419
2021.emnlp-main.693,D18-1166
2021.emnlp-main.693,D15-1237
2021.emnlp-main.693,D18-1259
2021.emnlp-main.693,D18-1009
2022.acl-long.94,W19-2311
2022.acl-long.94,2021.acl-long.474
2022.acl-long.94,2020.acl-main.485
2022.acl-long.94,N18-1205
2022.acl-long.94,D19-1308
2022.acl-long.94,P19-1483
2022.acl-long.94,P17-1123
2022.acl-long.94,P19-1102
2022.acl-long.94,P19-1213
2022.acl-long.94,P18-1082
2022.acl-long.94,W17-4912
2022.acl-long.94,2021.findings-acl.42
2022.acl-long.94,P16-1154
2022.acl-long.94,N19-1169
2022.acl-long.94,P18-1152
2022.acl-long.94,D19-1051
2022.acl-long.94,2020.emnlp-main.750
2022.acl-long.94,D16-1127
2022.acl-long.94,2020.acl-main.173
2022.acl-long.94,2020.emnlp-main.170
2022.acl-long.94,D18-1206
2022.acl-long.94,N18-2102
2022.acl-long.94,2020.findings-emnlp.217
2022.acl-long.94,D16-1264
2022.acl-long.94,D15-1044
2022.acl-long.94,P17-1099
2022.acl-long.94,2020.findings-emnlp.194
2022.acl-long.94,N18-1101
2022.acl-long.94,D17-1239
2022.acl-long.94,D18-1424
2022.acl-long.572,2020.coling-main.107
2022.acl-long.572,2020.acl-main.747
2022.acl-long.572,2020.emnlp-main.638
2022.acl-long.572,D18-1383
2022.acl-long.572,2020.acl-main.244
2022.acl-long.572,2020.findings-emnlp.269
2022.acl-long.572,N18-2072
2022.acl-long.572,2021.semeval-1.42
2022.acl-long.572,S18-1011
2022.acl-long.572,2021.naacl-main.73
2022.acl-long.572,D19-5609
2022.acl-long.572,N19-1039
2022.acl-long.572,2020.coling-main.603
2022.acl-long.572,P18-1096
2022.acl-long.572,D18-1545
2022.acl-long.572,P16-1009
2022.acl-long.572,2021.semeval-1.56
2022.acl-long.572,D19-1670
2022.acl-long.572,2020.emnlp-demos.6
2022.acl-long.572,2020.emnlp-main.31
2022.acl-long.572,2020.emnlp-main.599
2022.acl-long.572,W15-2201
2022.acl-long.572,P19-1328
2022.acl-long.572,K17-1040
2021.emnlp-main.745,2020.iwpt-1.24
2021.emnlp-main.745,K18-2005
2021.emnlp-main.745,D18-1217
2021.emnlp-main.745,N19-1423
2021.emnlp-main.745,W18-6006
2021.emnlp-main.745,N18-1202
2021.emnlp-main.745,P14-2057
2021.emnlp-main.745,P18-1096
2022.acl-long.100,2020.emnlp-main.649
2022.acl-long.100,2021.naacl-main.475
2022.acl-long.100,2020.emnlp-main.749
2022.acl-long.100,2020.acl-main.454
2022.acl-long.100,P19-1213
2022.acl-long.100,2020.findings-emnlp.322
2022.acl-long.100,2021.naacl-main.114
2022.acl-long.100,N18-1065
2022.acl-long.100,2020.acl-main.66
2022.acl-long.100,D18-1208
2022.acl-long.100,D19-1051
2022.acl-long.100,2020.emnlp-main.750
2022.acl-long.100,D18-1207
2022.acl-long.100,2020.findings-emnlp.360
2022.acl-long.100,2020.acl-main.703
2022.acl-long.100,2020.eval4nlp-1.1
2022.acl-long.100,2020.acl-main.123
2022.acl-long.100,2020.acl-main.173
2022.acl-long.100,2021.naacl-main.383
2022.acl-long.100,2020.acl-main.450
2022.acl-long.100,2021.findings-acl.298
2022.acl-long.100,2020.emnlp-main.508
2022.acl-long.100,2020.findings-emnlp.203
2022.acl-long.560,W18-6319
2022.acl-long.560,2020.acl-main.148
2022.acl-long.560,2021.findings-emnlp.212
2020.acl-main.665,D19-1052
2020.acl-main.665,W19-2308
2020.acl-main.665,W18-3606
2020.acl-main.665,N18-1014
2020.acl-main.665,W18-3605
2020.acl-main.665,P17-4012
2020.acl-main.665,P17-1014
2020.acl-main.665,D19-6301
2020.acl-main.665,N19-1236
2020.acl-main.665,N16-1058
2020.acl-main.665,P17-1099
2020.acl-main.665,P18-1150
2020.acl-main.665,P15-1150
2020.acl-main.665,D19-6306
2021.naacl-main.317,D19-1668
2021.naacl-main.317,D19-1539
2021.naacl-main.317,2020.emnlp-main.634
2021.naacl-main.317,P18-1007
2021.naacl-main.317,P18-2047
2021.naacl-main.317,P19-1139
2022.acl-long.102,2020.emnlp-main.751
2022.acl-long.102,2020.coling-main.210
2022.acl-long.102,P18-1063
2022.acl-long.102,D18-1409
2022.acl-long.102,2020.acl-main.454
2022.acl-long.102,P19-1213
2022.acl-long.102,2021.findings-acl.42
2022.acl-long.102,2020.emnlp-main.28
2022.acl-long.102,2021.gem-1.10
2022.acl-long.102,D18-1443
2022.acl-long.102,2020.findings-emnlp.322
2022.acl-long.102,2021.naacl-main.114
2022.acl-long.102,N18-1065
2022.acl-long.102,P18-1064
2022.acl-long.102,P18-1013
2022.acl-long.102,D18-1440
2022.acl-long.102,2020.emnlp-main.750
2022.acl-long.102,D18-1207
2022.acl-long.102,2020.acl-main.703
2022.acl-long.102,D16-1230
2022.acl-long.102,2020.acl-main.448
2022.acl-long.102,2021.naacl-main.383
2022.acl-long.102,N18-2102
2022.acl-long.102,2020.coling-main.368
2022.acl-long.102,P17-1099
2022.acl-long.102,2020.acl-main.220
2022.acl-long.102,2020.acl-main.450
2022.acl-long.102,2021.eancs-1.3
2022.acl-long.102,P18-1205
2022.acl-long.102,P18-1061
2022.acl-long.578,W17-1612
2022.acl-long.578,W14-3207
2022.acl-long.578,W19-3205
2022.acl-long.578,N19-1423
2022.acl-long.578,2021.clpsych-1.2
2022.acl-long.578,2021.findings-emnlp.360
2022.acl-long.578,W16-0312
2022.acl-long.578,N18-1100
2022.acl-long.578,W18-0603
2022.acl-long.578,2020.coling-main.61
2022.acl-long.578,D17-1322
2021.naacl-main.230,N19-1054
2021.naacl-main.230,N19-1213
2021.naacl-main.230,P18-1031
2021.naacl-main.230,W17-3107
2021.naacl-main.230,D19-6213
2022.acl-long.229,2020.findings-emnlp.171
2022.acl-long.229,2021.naacl-main.393
2022.acl-long.229,2020.acl-main.173
2022.acl-long.229,2020.acl-main.704
2022.acl-long.229,N19-1421
2022.acl-long.229,N18-1074
2022.acl-long.229,P18-3018
2022.acl-long.229,2020.acl-main.450
2022.acl-long.229,2020.emnlp-demos.6
2022.acl-long.229,2021.findings-acl.120
2022.acl-long.497,D18-1217
2022.acl-long.497,N19-1079
2022.acl-long.497,N16-1030
2022.acl-long.497,2020.acl-main.519
2022.acl-long.497,2020.acl-main.574
2022.acl-long.497,2021.findings-emnlp.18
2022.acl-long.497,2021.acl-demo.1
2022.acl-long.497,P16-1101
2022.acl-long.497,K19-1060
2022.acl-long.497,D19-6125
2022.acl-long.497,P19-1231
2022.acl-long.497,D18-1230
2022.acl-long.497,2020.acl-main.577
2022.acl-long.15,2021.emnlp-main.333
2022.acl-long.15,2021.acl-long.473
2022.acl-long.15,2020.acl-main.207
2022.acl-long.15,2021.naacl-main.470
2022.acl-long.15,2021.emnlp-main.594
2022.acl-long.15,2020.acl-main.556
2022.acl-long.15,2020.emnlp-main.550
2022.acl-long.15,2020.acl-main.703
2022.acl-long.15,2020.acl-main.555
2022.acl-long.15,D19-1387
2022.acl-long.15,2021.naacl-main.380
2022.acl-long.15,2020.nlposs-1.15
2022.acl-long.15,2020.nlpcovid19-2.14
2022.acl-long.505,2020.acl-main.421
2022.acl-long.505,2021.naacl-main.286
2022.acl-long.505,2020.acl-main.747
2022.acl-long.505,2020.acl-main.536
2022.acl-long.505,2021.findings-acl.161
2022.acl-long.505,N19-1423
2022.acl-long.505,2020.emnlp-main.400
2022.acl-long.505,P19-1489
2022.acl-long.505,2020.findings-emnlp.32
2022.acl-long.505,2020.acl-main.653
2022.acl-long.505,D19-1005
2022.acl-long.505,D19-1250
2022.acl-long.505,D16-1264
2022.acl-long.505,D18-1309
2022.acl-long.505,D19-1030
2022.acl-long.505,2020.emnlp-main.523
2022.acl-long.505,P19-1139
2021.naacl-main.475,2020.emnlp-main.506
2021.naacl-main.475,N19-1423
2021.naacl-main.475,2020.acl-main.454
2021.naacl-main.475,P19-1213
2021.naacl-main.475,2020.acl-main.66
2021.naacl-main.475,D19-1051
2021.naacl-main.475,2020.acl-main.703
2021.naacl-main.475,2020.acl-main.173
2021.naacl-main.475,K16-1028
2021.naacl-main.475,N18-1158
2021.naacl-main.475,N18-1101
2022.findings-acl.264,2020.emnlp-main.49
2022.findings-acl.264,W18-2501
2022.findings-acl.264,2020.acl-main.292
2022.findings-acl.264,2020.acl-main.740
2022.findings-acl.264,2020.acl-main.681
2022.findings-acl.264,2020.coling-main.603
2022.findings-acl.264,2021.eacl-main.227
2022.findings-acl.264,P18-1054
2022.findings-acl.264,P14-2120
2022.findings-acl.264,2020.acl-main.667
2022.findings-acl.264,P19-1591
2022.acl-long.174,N18-1202
2021.trustnlp-1.8,N19-1423
2021.trustnlp-1.8,N18-1175
2021.trustnlp-1.8,2020.emnlp-main.24
2021.trustnlp-1.8,P19-1631
2021.trustnlp-1.8,P19-1459
2020.findings-emnlp.395,P19-1655
2020.findings-emnlp.395,N19-1197
2022.naacl-main.130,2021.findings-emnlp.410
2022.naacl-main.130,D19-1165
2022.naacl-main.130,2020.acl-main.747
2022.naacl-main.130,N19-1423
2022.naacl-main.130,2020.emnlp-main.363
2022.naacl-main.130,2020.emnlp-demos.7
2022.naacl-main.130,2020.emnlp-main.617
2022.naacl-main.130,2020.emnlp-main.361
2022.naacl-main.130,2021.emnlp-main.533
2022.naacl-main.130,2020.emnlp-main.180
2022.naacl-main.130,N18-1101
2022.naacl-main.130,D19-1077
2022.naacl-main.130,2021.naacl-main.41
2022.acl-long.181,W14-4012
2022.acl-long.181,2020.findings-emnlp.139
2022.acl-long.181,2020.acl-main.758
2020.findings-emnlp.415,2020.acl-main.698
2021.naacl-main.477,D18-1316
2021.naacl-main.477,D18-2029
2021.naacl-main.477,N19-1423
2021.naacl-main.477,P18-2006
2021.naacl-main.477,2020.emnlp-main.500
2022.findings-acl.266,2021.naacl-main.334
2021.acl-long.494,2020.emnlp-main.451
2021.acl-long.494,D17-1047
2021.acl-long.494,N19-1423
2021.acl-long.494,P14-2009
2021.acl-long.494,D18-1380
2021.acl-long.494,D19-1549
2021.acl-long.494,S14-2076
2021.acl-long.494,K18-1018
2021.acl-long.494,P18-1087
2021.acl-long.494,2020.coling-main.13
2021.acl-long.494,D17-1159
2021.acl-long.494,D14-1162
